event_id,event_title,event_slug,event_venue,event_website,event_date,event_country,event_region_id,event_country_id,event_latitude,event_longitude,event_categories,event_specifications
111617,2017 New Taipei ASTC Triathlon Asian Cup,2017-new-taipei-astc-triathlon-asian-cup,New Taipei,https://web.archive.org/web/20171231100000/http://www.ctta.org.tw/front/bin/home.phtml,2017-06-04,Chinese Taipei,13,278,25.01698,121.46279,"[{'event_id': 111617, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 111617, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111617, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
121831,2017 AUT Para Triathlon National Championships,2017-aut-paratriathlon-national-championships,,,2017-06-04,Austria,10,112,47.516231,14.550072,,"[{'event_id': 121831, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121831, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 121831, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
121970,2017 CRO Triathlon Junior National Championships,2017-cro-triathlon-junior-national-championships,,,2017-06-04,Croatia,10,149,45.1,15.2,,"[{'event_id': 121970, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121970, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
123233,2017 NED Triathlon National Championships,2017-ned-triathlon-national-championships,,,2017-06-04,Netherlands,10,230,52.132633,5.291266,,"[{'event_id': 123233, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123233, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
122139,2017 ROU Long Distance Triathlon National Championships,2017-rou-long-distance-triathlon-national-championships,,,2017-06-09,Romania,10,250,45.943161,24.96676,,"[{'event_id': 122139, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 122139, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
107161,2017 ITU World Triathlon Leeds,2017-itu-world-triathlon-leeds,Leeds,,2017-06-10,Great Britain,10,292,53.80076,-1.54908,"[{'event_id': 107161, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 107161, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 107161, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
109697,2017 Herning ETU Challenge Middle Distance Triathlon European Championships,2017-herning-etu-challenge-middle-distance-triathlon-european-championships,Herning,https://web.archive.org/web/20171231100000/http://www.challengedenmark.dk/herning,2017-06-10,Denmark,10,153,56.13856,8.96732,"[{'event_id': 109697, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 109697, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 109697, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}, {'event_id': 109697, 'cat_id': 375, 'cat_name': 'Paratriathlon', 'cat_parent_id': 356}]"
110664,2017 Huatulco CAMTRI Sprint Triathlon American Cup,2017-huatulco-camtri-sprint-triathlon-american-cup,Huatulco,http://www.asdeporte.com,2017-06-10,Mexico,11,219,17.09332,-96.6923,"[{'event_id': 110664, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110664, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110664, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
123173,2017 SLO Sprint Triathlon National Championships,2017-ned-sprint-triathlon-national-championships,,,2017-06-10,Slovenia,10,266,46.151241,14.995463,,"[{'event_id': 123173, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123173, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
123238,2017 SLO Para Triathlon National Championships,2017-slo-paratriathlon-national-championships,,,2017-06-10,Slovenia,10,266,46.151241,14.995463,,"[{'event_id': 123238, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123238, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 123238, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
123655,2017 TTO Triathlon National Championships,2017-tto-triathlon-national-championships,,,2017-06-10,Trinidad and Tobago,11,285,10.691803,-61.222503,,"[{'event_id': 123655, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123655, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 123655, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
123311,2017 GUA Sprint Triathlon National Championships,2017-gua-sprint-triathlon-national-championships,,,2017-06-11,Guatemala,11,175,15.783471,-90.230759,,"[{'event_id': 123311, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123311, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
123435,2017 CZE Triathlon National Championships,2017-cze-triathlon-national-championships,,,2017-06-11,Czech Republic,10,152,49.817492,15.472962,,"[{'event_id': 123435, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123435, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
110471,2017 Weert ETU Triathlon European Cup,2017-weert-etu-triathlon-european-cup,Weert,https://web.archive.org/web/20171231100000/https://www.stadstriathlonweert.nl,2017-06-11,Netherlands,10,230,51.25748,5.70405,"[{'event_id': 110471, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110471, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110471, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
121508,2017 IRL Sprint Triathlon National Championships,2017-irl-national-triathlon-championships,,,2017-06-11,Ireland,10,188,53.1423672,-7.6920536,,"[{'event_id': 121508, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121508, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110665,2017 Ottawa CAMTRI Sprint Triathlon Premium American Cup,2017-ottawa-camtri-triathlon-premium-american-cup,Ottawa,https://web.archive.org/web/20171231100000/http://ottawatriathlon.ca/,2017-06-17,Canada,11,135,45.42153,-75.69719,"[{'event_id': 110665, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110665, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110665, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 110665, 'cat_id': 378, 'cat_name': 'Super Sprint', 'cat_parent_id': 357}]"
121690,2017 BLR Sprint Triathlon National Championships,2017-blr-sprint-triathlon-national-championships,,,2017-06-17,Belarus,10,118,53.709807,27.953389,,"[{'event_id': 121690, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121690, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
123105,2017 CAN Aquathlon National Championships,2017-can-aquathlon-national-championships,,,2017-06-17,Canada,11,135,56.130366,-106.346771,,"[{'event_id': 123105, 'cat_id': 353, 'cat_name': 'Aquathlon', 'cat_parent_id': 3}, {'event_id': 123105, 'cat_id': 359, 'cat_name': 'Standard', 'cat_parent_id': 353}]"
123104,2017 CAN Sprint Triathlon National Championships,2017-can-sprint-triathlon-national-championships,,,2017-06-18,Canada,11,135,56.130366,-106.346771,,"[{'event_id': 123104, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123104, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
109698,2017 Kitzbühel ETU Triathlon European Championships,2017-kitzbuehel-etu-triathlon-european-championships,Kitzbühel,https://web.archive.org/web/20171231100000/http://www.triathlon-kitzbuehel.com,2017-06-18,Austria,10,112,47.45474,12.36705,"[{'event_id': 109698, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}, {'event_id': 109698, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 109698, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 109698, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 109698, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}, {'event_id': 109698, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}, {'event_id': 109698, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
111618,2017 Gamagori NTT ASTC Sprint Triathlon Asian Cup,2017-gamagori-astc-sprint-triathlon-asian-cup,Gamagori,,2017-06-18,Japan,13,192,34.8265,137.21952,"[{'event_id': 111618, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 111618, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111618, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 111618, 'cat_id': 378, 'cat_name': 'Super Sprint', 'cat_parent_id': 357}]"
121905,2017 ISL Triathlon National Championships,2017-isl-triathlon-national-championships,,,2017-06-18,Iceland,10,183,64.963051,-19.020835,,"[{'event_id': 121905, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121905, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
109699,2017 Düsseldorf ETU Sprint Triathlon European Championships,2017-duesseldorf-etu-sprint-triathlon-european-championships,Düsseldorf,https://web.archive.org/web/20171231100000/http://www.triathlon-duesseldorf2017.de/en.html,2017-06-24,Germany,10,170,51.22774,6.77346,"[{'event_id': 109699, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}, {'event_id': 109699, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 109699, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 109699, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110499,2017 Bled ETU Triathlon Junior European Cup,2017-ljubljana-etu-triathlon-junior-european-cup,Bled,http://trisport-klub.si/triatlon-bled/,2017-06-24,Slovenia,10,266,46.36833,14.11458,"[{'event_id': 110499, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 110499, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110499, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
123167,2017 SLO Triathlon National Championships,2017-slo-triathlon-national-championships,,,2017-06-24,Slovenia,10,266,46.151241,14.995463,,"[{'event_id': 123167, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 123167, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
123481,2017 CZE Long Distance Triathlon National Championships,2017-cze-long-distance-triathlon-national-championships,,,2017-06-24,Czech Republic,10,152,49.817492,15.472962,,"[{'event_id': 123481, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 123481, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
110666,2017 Ibarra CAMTRI Triathlon American Cup,2017-ibarra-camtri-triathlon-american-cup,Laguna de Yahuarcocha - Ibarra,,2017-06-25,Ecuador,11,157,0.37194,-78.10056,"[{'event_id': 110666, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110666, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110666, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
111619,2017 Osaka NTT ASTC Sprint Triathlon Asian Cup,2017-osaka-astc-sprint-triathlon-asian-cup,Osaka,,2017-06-25,Japan,13,192,34.6864,135.52672,"[{'event_id': 111619, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 111619, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111619, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
117285,2017 USA Para Triathlon National Championships,2017-usa-paratriathlon-national-championships,,,2017-06-25,United States,11,293,37.09024,-95.712891,,"[{'event_id': 117285, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 117285, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 117285, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
121636,2017 DEN Middle Distance Triathlon National Championships,2017-den-middle-distance-triathlon-national-championships,,,2017-06-25,Denmark,10,153,56.26392,9.501785,,"[{'event_id': 121636, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 121636, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
121940,2017 CRO Triathlon National Championships,2017-cro-triathlon-national-championships,,,2017-06-25,Croatia,10,149,45.1,15.2,,"[{'event_id': 121940, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121940, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
122118,2017 HUN Sprint Triathlon National Championships,2017-hun-sprint-triathlon-national-championships,,,2017-06-25,Hungary,10,182,47.162494,19.503304,,"[{'event_id': 122118, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 122118, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
121638,2017 DEN Sprint Duathlon National Championships,2017-den-sprint-duathlon-national-championships,,,2017-06-29,Denmark,10,153,56.26392,9.501785,,"[{'event_id': 121638, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 121638, 'cat_id': 367, 'cat_name': 'Sprint', 'cat_parent_id': 355}]"
110458,2017 Holten ETU Sprint Triathlon Premium European Cup,2016-holten-etu-premium-sprint-triathlon-european-cup,Holten,https://web.archive.org/web/20171231100000/http://www.triathlonholten.nl,2017-07-01,Netherlands,10,230,52.28272,6.42226,"[{'event_id': 110458, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110458, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110458, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110494,2017 Holten ETU Triathlon Junior European Cup,2017-holten-etu-triathlon-junior-european-cup,Holten,https://web.archive.org/web/20171231100000/http://www.triathlonholten.nl,2017-07-01,Netherlands,10,230,52.28272,6.42226,"[{'event_id': 110494, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 110494, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110494, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
111699,2017 Sokcho ASTC Triathlon Asian Cup,2017-sokcho-astc-triathlon-asian-cup,"Sokcho, Seorak",https://web.archive.org/web/20171231100000/https://www.triathlon.or.kr/events/tour/overview/?mode=view&tourcd=481&page=1&sYear=2017&sDate1=2017.01.01&sDate2=2017.12.31&field=&keyword=,2017-07-01,Republic of Korea,13,198,38.19197,128.58535,"[{'event_id': 111699, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 111699, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111699, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
122210,2017 CHN Triathlon National Championships,2017-chn-triathlon-national-championships,,,2017-07-01,China,13,141,35.86166,104.195397,,"[{'event_id': 122210, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 122210, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 122210, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
122584,2017 POR Triathlon Junior National Championships,2017-por-triathlon-junior-national-championships,,,2017-07-01,Portugal,10,247,39.399872,-8.224454,,"[{'event_id': 122584, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 122584, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
111452,2017 Altafulla ITU Para Triathlon World Cup,2017-altafulla-itu-paratriathlon-world-cup,Altafulla,https://web.archive.org/web/20171231100000/http://www.triatlon.org,2017-07-02,Spain,10,270,41.14699,1.38069,"[{'event_id': 111452, 'cat_id': 449, 'cat_name': 'World Para Cup', 'cat_parent_id': 1}]","[{'event_id': 111452, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111452, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
111717,2017 Altafulla ETU Triathlon European Cup and Mediterranean Championships,2017-altafulla-etu-triathlon-mediterranean-championships,Altafulla,,2017-07-02,Spain,10,270,41.14699,1.38069,"[{'event_id': 111717, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}, {'event_id': 111717, 'cat_id': 347, 'cat_name': 'Regional Championships', 'cat_parent_id': 1}]","[{'event_id': 111717, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111717, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
121688,2017 BLR Middle Distance Triathlon National Championships,2017-blr-middle-distance-triathlon-national-championships,,,2017-07-02,Belarus,10,118,53.709807,27.953389,,"[{'event_id': 121688, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 121688, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
121935,2017 CRO Sprint Triathlon National Championships,2017-cro-sprint-triathlon-national-championships,,,2017-07-02,Croatia,10,149,45.1,15.2,,"[{'event_id': 121935, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 121935, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
122638,2017 JPN Triathlon Junior National Championships,2017-jpn-triathlon-junior-national-championships,,,2017-07-02,Japan,13,192,36.204824,138.252924,,"[{'event_id': 122638, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 122638, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
122997,2017 FRA Middle Distance Triathlon National Championships,2017-fra-middle-distance-triathlon-national-championships,,,2017-07-02,France,10,166,46.227638,2.213749,,"[{'event_id': 122997, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 122997, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
124253,2017 RUS Long Distance Triathlon National Championships,2017-rus-long-distance-triathlon-national-championships,,,2017-07-02,Russia,10,251,61.52401,105.318756,,"[{'event_id': 124253, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 124253, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
112686,2017 Ruse ETU Aquathlon Balkan Championships,2017-ruse-etu-aquathlon-balkan-championships,Ruse,https://web.archive.org/web/20171231100000/https://triathlonbg.com/2017-ruse-etu-triathlon-aquathlon-balkan-championships/,2017-07-07,Bulgaria,10,130,43.83557,25.96566,"[{'event_id': 112686, 'cat_id': 347, 'cat_name': 'Regional Championships', 'cat_parent_id': 1}]","[{'event_id': 112686, 'cat_id': 353, 'cat_name': 'Aquathlon', 'cat_parent_id': 3}]"
111453,2017 Iseo - Franciacorta ITU Para Triathlon World Cup,2017-iseo-franciacorta-itu-paratriathlon-world-cup, Iseo - Franciacorta ,https://web.archive.org/web/20171231100000/http://www.ecorace.net,2017-07-08,Italy,10,190,45.66074,10.04799,"[{'event_id': 111453, 'cat_id': 449, 'cat_name': 'World Para Cup', 'cat_parent_id': 1}]","[{'event_id': 111453, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111453, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
111620,2017 Takamatsu NTT ASTC Sprint Triathlon Asian Cup,2017-takamatsu-astc-sprint-triathlon-asian-cup,Takamatsu,,2017-07-08,Japan,13,192,34.34279,134.04657,"[{'event_id': 111620, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 111620, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111620, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
112687,2017 Ruse ETU Triathlon Balkan Championships,2017-ruse-etu-triathlon-balkan-championships,Ruse,https://web.archive.org/web/20171231100000/https://triathlonbg.com/2017-ruse-etu-triathlon-aquathlon-balkan-championships/,2017-07-08,Bulgaria,10,130,43.83557,25.96566,"[{'event_id': 112687, 'cat_id': 347, 'cat_name': 'Regional Championships', 'cat_parent_id': 1}]","[{'event_id': 112687, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 112687, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110479,2017 Tartu ETU Sprint Triathlon European Cup,2017-tartu-etu-sprint-triathlon-european-cup,Tartu,http://www.tartutriatlon.ee,2017-07-09,Estonia,10,162,58.37763,26.72901,"[{'event_id': 110479, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110479, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110479, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110667,2017 West Des Moines CAMTRI Sprint Triathlon American Cup,2017-west-des-moines-camtri-triathlon-american-cup,"Raccoon River Park, Raccoon River Park, 2500 Grand Ave, West Des Moines, IA 50265",http://www.flatlandtri.com,2017-07-09,United States,11,293,41.55165,-93.73038,"[{'event_id': 110667, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 110667, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110667, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110648,2017 Panevezys ETU Triathlon Youth European Championships Festival,2017-panevezys-etu-triathlon-youth-european-championships-festival,Panevezys,,2017-07-13,Lithuania,10,208,55.73479,24.35748,"[{'event_id': 110648, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 110648, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110648, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 110648, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
107162,2017 ITU World Triathlon Hamburg,2017-itu-world-triathlon-hamburg,Hamburg,,2017-07-15,Germany,10,170,53.55108,9.99368,"[{'event_id': 107162, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 107162, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 107162, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
110668,2017 Magog CAMTRI Triathlon Junior American Championships,2017-magog-camtri-triathlon-junior-american-championships,Magog,http://trimemphre.com,2017-07-15,Canada,11,135,45.26649,-72.14799,"[{'event_id': 110668, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 110668, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 110668, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
111454,2017 Magog ITU Para Triathlon World Cup,2017-magog-itu-paratriathlon-world-cup,Magog,http://trimemphre.com,2017-07-15,Canada,11,135,45.26649,-72.14799,"[{'event_id': 111454, 'cat_id': 449, 'cat_name': 'World Para Cup', 'cat_parent_id': 1}]","[{'event_id': 111454, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111454, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
119248,2017 GER Para Triathlon National Championships,2017-ger-paratriathlon-national-championships,,,2017-07-15,Germany,10,170,51.165691,10.451526,,"[{'event_id': 119248, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 119248, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 119248, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
123052,2017 CAN Duathlon National Championships,2017-can-duathlon-national-championships,,,2017-07-15,Canada,11,135,56.130366,-106.346771,,"[{'event_id': 123052, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 123052, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
112903,2017 Hamburg ITU Triathlon Mixed Relay World Championships,2017-hamburg-itu-triathlon-mixed-relay-world-championships,Hamburg,,2017-07-16,Germany,10,170,53.55108,9.99368,"[{'event_id': 112903, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 112903, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 112903, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
111621,2017 Palembang ASTC Triathlon Asian Championships,2017-palembang-astc-triathlon-asian-championships,"Jakabaring Sport City, Palembang, Indonesia",,2017-07-21,Indonesia,13,185,-2.97607,104.77543,"[{'event_id': 111621, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 111621, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 111621, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 111621, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}, {'event_id': 111621, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
109662,2017 Tiszaujvaros ITU Triathlon World Cup,2017-tiszaujvaros-itu-triathlon-world-cup,Tiszaujvaros,https://web.archive.org/web/20171231100000/http://www.tvkmalitriatlon.hu/,2017-07-22,Hungary,10,182,47.91598,21.04274,"[{'event_id': 109662, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 109662, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 109662, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
