event_id,event_title,event_slug,event_venue,event_website,event_date,event_country,event_region_id,event_country_id,event_latitude,event_longitude,event_categories,event_specifications
195167,2026 World Triathlon Cup Tauranga,2026-world-triathlon-cup-tauranga,,,0000-00-00,New Zealand,14,232,,,"[{'event_id': 195167, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 195167, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}]"
149007,1985 Ulster ETU Triathlon Team Relay European Championships,1985-ulster-etu-triathlon-team-relay-european-championships,Ulster,,1985-06-08,Ireland,10,188,54.76166,-6.96123,"[{'event_id': 149007, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 149007, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 149007, 'cat_id': 379, 'cat_name': 'Relay', 'cat_parent_id': 357}]"
140860,1985 Immenstadt ETU Triathlon European Championships,1985-immenstadt-etu-triathlon-european-championships,Immenstadt,,1985-07-27,Germany,10,170,47.55922,10.22066,"[{'event_id': 140860, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140860, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 140860, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
140949,1985 Almere ETU Long Distance Triathlon European Championships,1985-almere-etu-long-distance-triathlon-european-championships,Almere,,1985-08-17,Netherlands,10,230,52.35078,5.2647,"[{'event_id': 140949, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140949, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 140949, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
140885,1985 Abenra ETU Middle Distance Triathlon European Championships,1985-abenra-etu-middle-distance-triathlon-european-championships,Aabenraa,,1985-09-01,Denmark,10,153,55.04085,9.41516,"[{'event_id': 140885, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140885, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 140885, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
149058,1986 Mansfield ETU Triathlon Team Relay European Championships,1986-mansfield-etu-triathlon-team-relay-european-championships,Mansfield,,1986-01-01,Great Britain,10,292,53.13577,-1.22142,"[{'event_id': 149058, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 149058, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 149058, 'cat_id': 379, 'cat_name': 'Relay', 'cat_parent_id': 357}]"
140919,1986 Brasschaat ETU Middle Distance Triathlon European Championships,1986-brasschaat-etu-middle-distance-triathlon-european-championships,Brasschaat,,1986-06-21,Belgium,10,119,51.29227,4.49419,"[{'event_id': 140919, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140919, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 140919, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
140869,1986 Milton Keynes ETU Triathlon European Championships,1986-milton-keynes-etu-triathlon-european-championships,Milton Kaynes,,1986-06-22,Great Britain,10,292,52.04062,-0.75942,"[{'event_id': 140869, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140869, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 140869, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
141060,1986 Sater ETU Long Distance Triathlon European Championships,1986-sater-european-long-distance-triathlon-european-championships,Säter,,1986-07-06,Sweden,10,275,60.34665,15.7479,"[{'event_id': 141060, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 141060, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 141060, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
140870,1987 Marseille ETU Triathlon European Championships,1987-marseille-etu-triathlon-european-championships,Marseille,,1987-05-31,France,10,166,43.29648,5.36978,"[{'event_id': 140870, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140870, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 140870, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
140921,1987 Roth ETU Middle Distance Triathlon European Championships,1987-roth-etu-middle-distance-triathlon-european-championships,Roth,,1987-06-20,Germany,10,170,49.24563,11.09116,"[{'event_id': 140921, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140921, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 140921, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
141062,1987 Joroinen ETU Long Distance Triathlon European Championships,1987-joroinen-etu-long-distance-triathlon-european-championships,Joroinen,,1987-07-21,Finland,10,165,62.17914,27.82588,"[{'event_id': 141062, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 141062, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 141062, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
140944,1988 Stein ETU Middle Distance Triathlon European Championships,1988-stein-etu-middle-distance-triathlon-european-championships,Stein,,1988-07-10,Netherlands,10,230,38.88056,-94.65919,"[{'event_id': 140944, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140944, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 140944, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
140871,1988 Venice ETU Triathlon European Championships,1987-marseille-etu-triathlon-european-championships1,venice,,1988-09-10,Italy,10,190,45.44085,12.31552,"[{'event_id': 140871, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140871, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 140871, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5060,1989 Cascais ETU Triathlon European Championships,1989-cascais-etu-triathlon-european-championships,Cascais,,1989-06-11,Portugal,10,247,38.6972772,-9.4217563,"[{'event_id': 5060, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 5060, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5060, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
4905,1989 Avignon ITU Triathlon World Championships,1989-avignon-itu-triathlon-world-championships,Avignon,,1989-08-06,France,10,166,43.9486126,4.8059666,"[{'event_id': 4905, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 4905, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 4905, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
185203,1989 Avignon ITU Age-Group Triathlon World Championships,1989-avignon-itu-age-group-triathlon-world-championships,Avignon,,1989-08-06,France,10,166,43.949317,4.805528,"[{'event_id': 185203, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}, {'event_id': 185203, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 185203, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 185203, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
141063,1989 Rodekro ETU Long Distance Triathlon European Championships,1989-rodekro-etu-long-distance-triathlon-european-championships,Rodekro,,1989-08-12,Denmark,10,153,55.07269,9.32902,"[{'event_id': 141063, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 141063, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 141063, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
149149,1989 Geneva ETU Triathlon Youth and Junior European Championships,1989-geneva-etu-triathlon-youth-and-junior-european-championships,Geneva,,1989-09-09,Switzerland,10,276,46.20439,6.14316,"[{'event_id': 149149, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 149149, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 149149, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
150760,1990 Holten ETU Duathlon European Cup,1990-holten-etu-duathlon-european-cup,Holten,,1990-04-22,Netherlands,10,230,52.28272,6.42226,"[{'event_id': 150760, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150760, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 150760, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
150759,1990 Zofingen ETU Duathlon European Cup,1990-zofingen-etu-duathlon-european-cup,Zofingen,,1990-05-02,Switzerland,10,276,47.28884,7.94476,"[{'event_id': 150759, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150759, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 150759, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
150851,1990 Banyoles ETU Triathlon European Cup,1990-banyoles-etu-triathlon-european-cup,Banyoles,,1990-05-20,Spain,10,270,42.11971,2.75794,"[{'event_id': 150851, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150851, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 150851, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
150852,1990 Geel ETU Triathlon European Cup,1990-geel-etu-triathlon-european-cup,Geel,,1990-05-27,Belgium,10,119,51.16257,4.99084,"[{'event_id': 150852, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150852, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 150852, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
150853,1990 Arcachon ETU Triathlon European Cup,1990-arcachon-etu-triathlon-european-cup,Arcachon,,1990-06-03,France,10,166,44.6523,-1.1785,"[{'event_id': 150853, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150853, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 150853, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
149226,1990 Montlucon ETU Triathlon Youth and Junior European Championships,1990-montlucon-etu-triathlon-youth-and-junior-european-championships,Montlucon,,1990-07-01,France,10,166,46.34155,2.60199,"[{'event_id': 149226, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 149226, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 149226, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
150854,1990 Neunen ETU Triathlon European Cup,1990-neunen-etu-triathlon-european-cup,Neunen,,1990-07-01,Netherlands,10,230,51.46871,5.55557,"[{'event_id': 150854, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150854, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 150854, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
175738,1990 ITA Triathlon National Championships,1990-ita-triathlon-national-championships,Tolentino,,1990-07-22,Italy,10,190,,,,"[{'event_id': 175738, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 175738, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
150855,1990 Darmstad ETU Triathlon European Cup,1990-darmstad-etu-triathlon-european-cup,Darmstad,,1990-07-29,Germany,10,170,49.87283,8.65119,"[{'event_id': 150855, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 150855, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 150855, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
140945,1990 Trier ETU Middle Distance Triathlon European Championships,1990-trier-etu-middle-distance-triathlon-european-championship,Trier,,1990-08-11,Germany,10,170,49.74999,6.63714,"[{'event_id': 140945, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 140945, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 140945, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
5059,1990 Linz ETU Triathlon European Championships,1990-linz-etu-triathlon-european-championships,Linz,,1990-08-26,Austria,10,112,48.3060741,14.2862934,"[{'event_id': 5059, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 5059, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5059, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
4904,1990 Orlando ITU Triathlon World Championships,1990-orlando-itu-triathlon-world-championships,Orlando,,1990-09-15,United States,11,293,28.5383355,-81.3792365,"[{'event_id': 4904, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 4904, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 4904, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
185202,1990 Orlando ITU Age-Group Triathlon World Championships,1990-orlando-itu-age-group-triathlon-world-championships,Orlando,,1990-09-15,United States,11,293,28.5383832,-81.3789269,"[{'event_id': 185202, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}, {'event_id': 185202, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 185202, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 185202, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
141899,1990 Zofingen ETU Duathlon European Championships,1990-zofingen-etu-duathlon-european-championships,Zofingen,,1990-09-30,Switzerland,10,276,47.28884,7.94476,"[{'event_id': 141899, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 141899, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 141899, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
141152,1990 Cathedral City ITU Duathlon World Championships,1990-cathedral-city-itu-world-duathlon-championships,Cathedral City,,1990-11-24,United States,11,293,33.78054,-116.4668,"[{'event_id': 141152, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 141152, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 141152, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
5123,1991 St. Croix ITU Triathlon World Cup,1991-st-croix-itu-triathlon-world-cup,St. Croix,,1991-05-05,United States,11,293,45.0497844,-92.3875695,"[{'event_id': 5123, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5123, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5123, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5124,1991 San Andres ITU Triathlon World Cup,1991-san-andres-itu-triathlon-world-cup,San Andres,,1991-05-19,Colombia,11,142,12.57686,-81.70505,"[{'event_id': 5124, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5124, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5124, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
148836,1991 Zofingen ITU Duathlon World Cup,1991-zofingen-itu-duathlon-world-cup,Zofingen,,1991-06-02,Switzerland,10,276,47.28884,7.94476,"[{'event_id': 148836, 'cat_id': 344, 'cat_name': 'Multisport Series', 'cat_parent_id': 1}]","[{'event_id': 148836, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 148836, 'cat_id': 369, 'cat_name': 'Long Distance', 'cat_parent_id': 355}]"
148837,1991 Vilamoura ETU Triathlon European Cup,1991-vilamoura-etu-triathlon-european-cup,Vilamoura,,1991-06-16,Portugal,10,247,37.07461,-8.11396,"[{'event_id': 148837, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 148837, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 148837, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5125,1991 Portaferry ITU Triathlon World Cup,1991-portaferry-itu-triathlon-world-cup,Portaferry,,1991-07-13,Ireland,10,188,54.380333,-5.547978,"[{'event_id': 5125, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5125, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5125, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
148763,1991 Ancone ETU Triathlon European Masters Championships,1991-ancone-etu-triathlon-european-masters-championships,Ancone,,1991-07-20,France,10,166,43.61583,13.51891,"[{'event_id': 148763, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 148763, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 148763, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
148764,1991 Barcelona ETU Triathlon European Cup,1991-barcelona-etu-triathlon-european-cup,Barcelona,,1991-07-21,Spain,10,270,41.3758,2.18968,"[{'event_id': 148764, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 148764, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 148764, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5122,1991 Vancouver ITU Triathlon World Cup,1991-vancouver-itu-triathlon-world-cup,Vancouver,,1991-07-27,Canada,11,135,49.248523,-123.1088,"[{'event_id': 5122, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5122, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5122, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
148762,1991 Losheim ETU Triathlon Youth and Junior European Championships,1991-losheim-etu-triathlon-youth-and-junior-european-championships,Losheim,,1991-07-28,Germany,10,170,49.51961,6.74066,"[{'event_id': 148762, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 148762, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 148762, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5120,1991 Toronto ITU Triathlon World Cup,1991-milton-itu-triathlon-world-cup,Toronto,,1991-08-04,Canada,11,135,43.65323,-79.38318,"[{'event_id': 5120, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5120, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5120, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5132,1991 Embrun ITU Triathlon World Cup,1991-embrun-itu-triathlon-world-cup,Embrun,,1991-08-15,France,10,166,44.5642457,6.4957085,"[{'event_id': 5132, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5132, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5132, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
141065,1991 Almere ETU Long Distance Triathlon European Championships,1991-almere-etu-long-distance-triathlon-european-championships,Almere,,1991-08-17,Netherlands,10,230,52.35078,5.2647,"[{'event_id': 141065, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 141065, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 141065, 'cat_id': 374, 'cat_name': 'Long Distance', 'cat_parent_id': 356}]"
5133,1991 Beijing ITU Triathlon World Cup,1991-beijing-itu-triathlon-world-cup,Beijing,,1991-09-01,China,13,141,39.904667,116.408198,"[{'event_id': 5133, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5133, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5133, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5031,1991 Geneva ETU Triathlon European Championships,1991-genf-etu-triathlon-european-championships,Genf,,1991-09-08,Switzerland,10,276,46.2038099,6.1399589,"[{'event_id': 5031, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 5031, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5031, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5135,1991 Texas Hill ITU Triathlon World Cup,1991-texas-hill-itu-triathlon-world-cup,Texas Hill,,1991-09-08,United States,11,293,32.0621768,-97.179026,"[{'event_id': 5135, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5135, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5135, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5134,1991 Paris ITU Triathlon World Cup,1991-paris-itu-triathlon-world-cup,Paris,,1991-09-15,France,10,166,48.8566667,2.3509871,"[{'event_id': 5134, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5134, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5134, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
141906,1991 Birmingham ETU Duathlon European Championships,1991-birmingham-etu-duathlon-european-championships,Birmingham,,1991-09-15,Great Britain,10,292,33.51859,-86.81036,"[{'event_id': 141906, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 141906, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 141906, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
5136,1991 Las Vegas ITU Triathlon World Cup,1991-las-vegas-itu-triathlon-world-cup,Las Vegas,,1991-09-21,United States,11,293,36.114646,-115.172816,"[{'event_id': 5136, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5136, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5136, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
4903,1991 Gold Coast ITU Triathlon World Championships,1991-queensland-itu-triathlon-world-championships,"Gold Coast, Queenslend",,1991-10-13,Australia,14,111,-19.7061005,145.7740021,"[{'event_id': 4903, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 4903, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 4903, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
185201,1991 Gold Coast ITU Age-Group Triathlon World Championships,1991-gold-coast-itu-age-group-triathlon-world-championships,"Gold Coast, Queensland",,1991-10-13,Australia,14,111,-28.016667,153.4,"[{'event_id': 185201, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}, {'event_id': 185201, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 185201, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 185201, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
5137,1991 Ixtapa ITU Triathlon World Cup,1991-ixtapa-itu-triathlon-world-cup,Ixtapa,,1991-11-16,Mexico,11,219,20.7145872,-105.2055221,"[{'event_id': 5137, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}, {'event_id': 5137, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 5137, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 5137, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
141153,1991 Cathedral City ITU Duathlon World Championships,1991-cathedral-city-itu-duathlon-world-championships,Cathedral City,,1991-11-30,United States,11,293,33.78054,-116.4668,"[{'event_id': 141153, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 141153, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 141153, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}]"
122760,1992 AUT Triathlon National Championships,1992-aut-triathlon-national-championships,,,1992-01-01,Austria,10,112,47.516231,14.550072,,"[{'event_id': 122760, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 122760, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
122761,1992 AUT Middle Distance Triathlon National Championships,1992-aut-middle-distance-triathlon-national-championships,,,1992-01-01,Austria,10,112,47.516231,14.550072,,"[{'event_id': 122761, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 122761, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
122762,1992 AUT Duathlon National Championships,1992-aut-duathlon-national-championships,,,1992-01-01,Austria,10,112,47.516231,14.550072,,"[{'event_id': 122762, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}]"
122777,1992 BEL Triathlon National Championships,1992-bel-triathlon-national-championships,,,1992-01-01,Belgium,10,119,50.503887,4.469936,,"[{'event_id': 122777, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 122777, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
